IDKEC;GMM_bin;Jenks_bin;GRID_SAT;GRID_SAT_JPG;yj_mean_w;mean_weight
7104050;0;1;CNN_DIMG_IND_2015_LS_256_3840_000043_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000043_REV.jpg;-0.4117796229152438;0.0
7104042;0;1;CNN_DIMG_IND_2015_LS_256_3840_000044_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000044_REV.jpg;-0.4117796229152438;0.0
7104052;2;2;CNN_DIMG_IND_2015_LS_256_3840_000045_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000045_REV.jpg;0.14111499446976303;0.18215777476628622
7104052;0;1;CNN_DIMG_IND_2015_LS_256_3840_000046_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000046_REV.jpg;-0.4117796229152438;0.0
7104042;2;2;CNN_DIMG_IND_2015_LS_256_3840_000047_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000047_REV.jpg;0.6178956349696176;0.15692640675438774
7104052;0;1;CNN_DIMG_IND_2015_LS_256_3840_000048_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000048_REV.jpg;-0.4117796229152438;0.0
7104052;0;1;CNN_DIMG_IND_2015_LS_256_3840_000049_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000049_REV.jpg;-0.4117796229152438;0.0
7104030;3;3;CNN_DIMG_IND_2015_LS_256_3840_000050_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000050_REV.jpg;1.4652325054231217;0.2283893498507413
7104030;0;1;CNN_DIMG_IND_2015_LS_256_3840_000051_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000051_REV.jpg;-0.4117796229152438;0.0
7104031;0;1;CNN_DIMG_IND_2015_LS_256_3840_000052_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000052_REV.jpg;-0.4117796229152438;0.0
7104022;3;3;CNN_DIMG_IND_2015_LS_256_3840_000053_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000053_REV.jpg;0.975495354764819;0.2617222581590925
7104030;3;3;CNN_DIMG_IND_2015_LS_256_3840_000054_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000054_REV.jpg;1.3845555550225541;0.26085670789082843
7104030;2;2;CNN_DIMG_IND_2015_LS_256_3840_000055_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000055_REV.jpg;0.08336354160907661;0.16146551569302878
7104030;0;1;CNN_DIMG_IND_2015_LS_256_3840_000056_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000056_REV.jpg;-0.4117796229152438;0.0
7104031;0;1;CNN_DIMG_IND_2015_LS_256_3840_000057_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000057_REV.jpg;-0.4117796229152438;0.0
7104022;0;1;CNN_DIMG_IND_2015_LS_256_3840_000058_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000058_REV.jpg;-0.4117796229152438;0.0
7104020;0;1;CNN_DIMG_IND_2015_LS_256_3840_000059_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000059_REV.jpg;-0.4117796229152438;0.0
7104020;1;5;CNN_DIMG_IND_2015_LS_256_3840_000060_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000060_REV.jpg;2.7036057794050192;0.4778584311990177
7104021;2;1;CNN_DIMG_IND_2015_LS_256_3840_000061_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000061_REV.jpg;-0.1412753720692638;0.12733808159828186
7104023;1;4;CNN_DIMG_IND_2015_LS_256_3840_000062_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000062_REV.jpg;2.4810831077782947;0.2785782814025879
7104021;2;2;CNN_DIMG_IND_2015_LS_256_3840_000063_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000063_REV.jpg;0.3133711855219433;0.18494929373264313
7104010;2;2;CNN_DIMG_IND_2015_LS_256_3840_000064_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000064_REV.jpg;0.03769013540840288;0.1454043686389923
7104011;0;1;CNN_DIMG_IND_2015_LS_256_3840_000065_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000065_REV.jpg;-0.4117796229152438;0.0
7103101;0;1;CNN_DIMG_IND_2015_LS_256_3840_000066_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000066_REV.jpg;-0.4117796229152438;0.0
7103101;0;1;CNN_DIMG_IND_2015_LS_256_3840_000067_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000067_REV.jpg;-0.4117796229152438;0.0
7104010;0;1;CNN_DIMG_IND_2015_LS_256_3840_000068_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000068_REV.jpg;-0.4117796229152438;0.0
7104011;0;1;CNN_DIMG_IND_2015_LS_256_3840_000069_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000069_REV.jpg;-0.4117796229152438;0.0
7104011;2;1;CNN_DIMG_IND_2015_LS_256_3840_000070_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000070_REV.jpg;-0.25428198339067987;0.16377167403697968
7104011;3;3;CNN_DIMG_IND_2015_LS_256_3840_000071_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000071_REV.jpg;1.664965870306467;0.22220519383748372
7103110;0;1;CNN_DIMG_IND_2015_LS_256_3840_000072_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000072_REV.jpg;-0.4117796229152438;0.0
7103100;0;1;CNN_DIMG_IND_2015_LS_256_3840_000073_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000073_REV.jpg;-0.4117796229152438;0.0
7103100;0;1;CNN_DIMG_IND_2015_LS_256_3840_000074_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000074_REV.jpg;-0.4117796229152438;0.0
7103110;2;1;CNN_DIMG_IND_2015_LS_256_3840_000075_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000075_REV.jpg;-0.15179615226488608;0.08144858479499817
7103100;0;1;CNN_DIMG_IND_2015_LS_256_3840_000076_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000076_REV.jpg;-0.4117796229152438;0.0
7103100;0;1;CNN_DIMG_IND_2015_LS_256_3840_000077_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000077_REV.jpg;-0.4117796229152438;0.0
7103100;3;3;CNN_DIMG_IND_2015_LS_256_3840_000078_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000078_REV.jpg;1.0900915498305428;0.18132658004760743
7103092;0;1;CNN_DIMG_IND_2015_LS_256_3840_000079_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000079_REV.jpg;-0.4117796229152438;0.0
7103092;0;1;CNN_DIMG_IND_2015_LS_256_3840_000080_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000080_REV.jpg;-0.4117796229152438;0.0
7103100;2;1;CNN_DIMG_IND_2015_LS_256_3840_000081_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000081_REV.jpg;-0.215240474204706;0.09140478074550629
7103100;0;1;CNN_DIMG_IND_2015_LS_256_3840_000082_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000082_REV.jpg;-0.4117796229152438;0.0
7103100;3;4;CNN_DIMG_IND_2015_LS_256_3840_000083_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000083_REV.jpg;2.083860877351616;0.26245278120040894
7103090;4;5;CNN_DIMG_IND_2015_LS_256_3840_000084_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000084_REV.jpg;2.982539756967509;1.316835247102331
7103100;1;5;CNN_DIMG_IND_2015_LS_256_3840_000085_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000085_REV.jpg;2.74943011855718;0.5465771357218424
7103070;0;1;CNN_DIMG_IND_2015_LS_256_3840_000086_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000086_REV.jpg;-0.4117796229152438;0.0
7103080;3;2;CNN_DIMG_IND_2015_LS_256_3840_000087_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000087_REV.jpg;0.8027340993613011;0.15220663282606336
7103080;3;4;CNN_DIMG_IND_2015_LS_256_3840_000088_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000088_REV.jpg;2.267903138925002;0.35362093789236887
7103080;2;2;CNN_DIMG_IND_2015_LS_256_3840_000089_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000089_REV.jpg;0.05657604424870191;0.15201376875241598
7103070;0;1;CNN_DIMG_IND_2015_LS_256_3840_000090_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000090_REV.jpg;-0.4117796229152438;0.0
7103070;2;1;CNN_DIMG_IND_2015_LS_256_3840_000091_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000091_REV.jpg;-0.12394126722571606;0.15287421643733978
7103080;0;1;CNN_DIMG_IND_2015_LS_256_3840_000092_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000092_REV.jpg;-0.4117796229152438;0.0
7103080;0;1;CNN_DIMG_IND_2015_LS_256_3840_000093_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000093_REV.jpg;-0.4117796229152438;0.0
7103050;0;1;CNN_DIMG_IND_2015_LS_256_3840_000094_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000094_REV.jpg;-0.4117796229152438;0.0
7103060;0;1;CNN_DIMG_IND_2015_LS_256_3840_000095_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000095_REV.jpg;-0.4117796229152438;0.0
7103060;3;3;CNN_DIMG_IND_2015_LS_256_3840_000096_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000096_REV.jpg;1.563467427694489;0.21901481492178781
7103080;3;3;CNN_DIMG_IND_2015_LS_256_3840_000097_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000097_REV.jpg;1.2944482113334637;0.27173662185668945
7103050;2;2;CNN_DIMG_IND_2015_LS_256_3840_000098_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000098_REV.jpg;0.13782447085859;0.2714504897594452
7103050;0;1;CNN_DIMG_IND_2015_LS_256_3840_000099_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000099_REV.jpg;-0.4117796229152438;0.0
7103060;0;1;CNN_DIMG_IND_2015_LS_256_3840_000100_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000100_REV.jpg;-0.4117796229152438;0.0
7103060;0;1;CNN_DIMG_IND_2015_LS_256_3840_000101_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000101_REV.jpg;-0.4117796229152438;0.0
7103050;2;1;CNN_DIMG_IND_2015_LS_256_3840_000102_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000102_REV.jpg;-0.03457894352441481;0.18077485263347626
7103050;3;4;CNN_DIMG_IND_2015_LS_256_3840_000103_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000103_REV.jpg;1.993190685665589;0.22861647605895996
7103040;0;1;CNN_DIMG_IND_2015_LS_256_3840_000104_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000104_REV.jpg;-0.4117796229152438;0.0
7103062;0;1;CNN_DIMG_IND_2015_LS_256_3840_000105_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000105_REV.jpg;-0.4117796229152438;0.0
7103061;0;1;CNN_DIMG_IND_2015_LS_256_3840_000106_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000106_REV.jpg;-0.4117796229152438;0.0
7103040;0;1;CNN_DIMG_IND_2015_LS_256_3840_000107_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000107_REV.jpg;-0.4117796229152438;0.0
7103040;0;1;CNN_DIMG_IND_2015_LS_256_3840_000108_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000108_REV.jpg;-0.4117796229152438;0.0
7103041;0;1;CNN_DIMG_IND_2015_LS_256_3840_000109_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000109_REV.jpg;-0.4117796229152438;0.0
7108100;4;5;CNN_DIMG_IND_2015_LS_256_3840_000110_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000110_REV.jpg;2.982540287077165;5.631389072963169
7108090;4;5;CNN_DIMG_IND_2015_LS_256_3840_000111_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000111_REV.jpg;2.982540276695419;4.29027855914572
7108080;3;4;CNN_DIMG_IND_2015_LS_256_3840_000112_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000112_REV.jpg;2.0436525732221322;0.4507385359870063
7108090;1;5;CNN_DIMG_IND_2015_LS_256_3840_000113_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000113_REV.jpg;2.7966868246461614;0.6358421961466472
7108090;3;4;CNN_DIMG_IND_2015_LS_256_3840_000114_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000114_REV.jpg;2.0791638182727703;0.5227806568145752
7108060;3;3;CNN_DIMG_IND_2015_LS_256_3840_000115_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000115_REV.jpg;1.1967311875048552;0.17273585612957293
7108060;0;1;CNN_DIMG_IND_2015_LS_256_3840_000116_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000116_REV.jpg;-0.4117796229152438;0.0
7108050;2;1;CNN_DIMG_IND_2015_LS_256_3840_000117_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000117_REV.jpg;-0.30574506545245134;0.0972060039639473
7108060;2;2;CNN_DIMG_IND_2015_LS_256_3840_000118_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000118_REV.jpg;0.3221472890035242;0.14999878406524658
7108060;0;1;CNN_DIMG_IND_2015_LS_256_3840_000119_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000119_REV.jpg;-0.4117796229152438;0.0
7108030;2;2;CNN_DIMG_IND_2015_LS_256_3840_000120_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000120_REV.jpg;0.17455629993718125;0.19434219598770142
7108040;0;1;CNN_DIMG_IND_2015_LS_256_3840_000121_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000121_REV.jpg;-0.4117796229152438;0.0
7108030;1;5;CNN_DIMG_IND_2015_LS_256_3840_000122_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000122_REV.jpg;2.7003342327086255;0.37890879313151044
7108030;0;1;CNN_DIMG_IND_2015_LS_256_3840_000123_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000123_REV.jpg;-0.4117796229152438;0.0
7108030;0;1;CNN_DIMG_IND_2015_LS_256_3840_000124_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000124_REV.jpg;-0.4117796229152438;0.0
7108010;0;1;CNN_DIMG_IND_2015_LS_256_3840_000125_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000125_REV.jpg;-0.4117796229152438;0.0
7106070;0;1;CNN_DIMG_IND_2015_LS_256_3840_000126_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000126_REV.jpg;-0.4117796229152438;0.0
7106080;0;1;CNN_DIMG_IND_2015_LS_256_3840_000127_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000127_REV.jpg;-0.4117796229152438;0.0
7106080;3;3;CNN_DIMG_IND_2015_LS_256_3840_000128_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000128_REV.jpg;1.2611959461660276;0.5940544009208679
7106080;0;1;CNN_DIMG_IND_2015_LS_256_3840_000129_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000129_REV.jpg;-0.4117796229152438;0.0
7106080;0;1;CNN_DIMG_IND_2015_LS_256_3840_000130_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000130_REV.jpg;-0.4117796229152438;0.0
7106060;0;1;CNN_DIMG_IND_2015_LS_256_3840_000131_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000131_REV.jpg;-0.4117796229152438;0.0
7106070;2;1;CNN_DIMG_IND_2015_LS_256_3840_000132_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000132_REV.jpg;-0.09923316183948393;0.1481623649597168
7106070;3;4;CNN_DIMG_IND_2015_LS_256_3840_000133_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000133_REV.jpg;1.8588163496840744;0.2605719248453776
7106060;1;4;CNN_DIMG_IND_2015_LS_256_3840_000134_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000134_REV.jpg;2.4652059210208694;0.3012132167816162
7106070;2;2;CNN_DIMG_IND_2015_LS_256_3840_000135_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000135_REV.jpg;0.6842532088645275;0.24092280864715576
7106070;3;3;CNN_DIMG_IND_2015_LS_256_3840_000136_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000136_REV.jpg;1.0008898400164277;0.2681467533111572
7106080;1;5;CNN_DIMG_IND_2015_LS_256_3840_000137_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000137_REV.jpg;2.6829749518167803;0.5251938501993815
7106080;1;5;CNN_DIMG_IND_2015_LS_256_3840_000138_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000138_REV.jpg;2.6031674814308854;0.4419151544570923
7106080;0;1;CNN_DIMG_IND_2015_LS_256_3840_000139_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000139_REV.jpg;-0.4117796229152438;0.0
7171054;2;1;CNN_DIMG_IND_2015_LS_256_3840_000140_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000140_REV.jpg;-0.33743737560354026;0.07628879696130753
7106060;1;5;CNN_DIMG_IND_2015_LS_256_3840_000141_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000141_REV.jpg;2.8020777596687325;0.36976265184807056
7106060;3;4;CNN_DIMG_IND_2015_LS_256_3840_000142_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000142_REV.jpg;2.279853881066266;0.2346713145573934
7106070;3;3;CNN_DIMG_IND_2015_LS_256_3840_000143_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000143_REV.jpg;1.2021244023562918;0.2256305694580078
7106081;3;3;CNN_DIMG_IND_2015_LS_256_3840_000144_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000144_REV.jpg;1.220035031684438;0.1983649730682373
7106081;1;5;CNN_DIMG_IND_2015_LS_256_3840_000145_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000145_REV.jpg;2.7798517495724857;0.35818958282470703
7106080;1;5;CNN_DIMG_IND_2015_LS_256_3840_000146_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000146_REV.jpg;2.845382555323839;0.7462881207466125
7106080;1;5;CNN_DIMG_IND_2015_LS_256_3840_000147_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000147_REV.jpg;2.944868832356938;0.589478232643821
7106080;1;5;CNN_DIMG_IND_2015_LS_256_3840_000148_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000148_REV.jpg;2.650072768494597;0.35252833366394043
7106060;1;5;CNN_DIMG_IND_2015_LS_256_3840_000149_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000149_REV.jpg;2.9514444756563427;0.3659441687844016
7106051;3;4;CNN_DIMG_IND_2015_LS_256_3840_000150_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000150_REV.jpg;2.1323732742726715;0.35200187138148714
7106051;3;3;CNN_DIMG_IND_2015_LS_256_3840_000151_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000151_REV.jpg;1.0248409707639228;0.2844443718592326
7106051;0;1;CNN_DIMG_IND_2015_LS_256_3840_000152_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000152_REV.jpg;-0.4117796229152438;0.0
7106081;1;5;CNN_DIMG_IND_2015_LS_256_3840_000153_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000153_REV.jpg;2.6016286142431726;0.29403690055564596
7106081;3;3;CNN_DIMG_IND_2015_LS_256_3840_000154_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000154_REV.jpg;1.4025559913084211;0.2648514111836751
7106080;1;5;CNN_DIMG_IND_2015_LS_256_3840_000155_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000155_REV.jpg;2.974287318095895;1.0673666954040528
7106080;4;5;CNN_DIMG_IND_2015_LS_256_3840_000156_REV.tif;CNN_DIMG_IND_2015_LS_256_3840_000156_REV.jpg;2.982539419595344;1.34713638037966
